-36.67815182667519,-36.47632406116962,-36.27703738109061,-36.07979833621582,-35.88454122122662,-35.69157808613113,-35.50159308307836,-35.315622228365235,-35.13498846132977,-34.96114838512292,-34.79544412043013,-34.63882581749153,-34.49165194533946,-34.353653596632306,-34.22406560565475,-34.10184520180882,-33.98588545319249,-33.875168809631624,-33.76884223240378,-33.666233548995635,-33.566831081636785,-33.47024964344159,-33.37619440036384,-33.2844288876771,-33.19475088168568,-33.106974257206346,-33.020916791529935,-32.9363924250618,-32.85320776726036,-32.771158953417654,-32.69003345415811,-32.609611588406004,-32.52967147980896,-32.44999549791842,-32.37037956235138,-32.29064453898797,-32.21064816131192,-32.130293007646095,-32.04952941916414,-31.96834782643197,-31.88676749486738,-31.80482384408176,-31.722559579586655,-31.640017852531813,-31.557239043126394,-31.47425963316218,-31.39111017409311,-31.30781854613654,-31.224405569671948,-31.140887993093823,-31.057284581213604
-36.6786089285744,-36.47678481088427,-36.2774901917531,-36.08023923837295,-35.884966502102806,-35.69198749734643,-35.50198751306823,-35.316003902368756,-35.135360717512654,-34.9615145334294,-34.79580674073397,-34.639185753130704,-34.49200716721582,-34.35399876691491,-34.22439071576413,-34.102134945135866,-33.98612099262141,-33.875328776280426,-33.76890431457677,-33.66617624032551,-33.56663491306567,-33.469897855064474,-33.37567272944529,-33.28372581957251,-33.19385655511633,-33.10587930585724,-33.019611941881216,-32.93486866271295,-32.8514553398456,-32.769167022321206,-32.68779085844386,-32.60710643213889,-32.52689158307196,-32.44692899298171,-32.36701511790494,-32.28697198372841,-32.20665866694793,-32.12597953805747,-32.04488701107941,-31.963373303064017,-31.881459058766183,-31.79918080503815,-31.716581985699975,-31.633706286686,-31.55059440227709,-31.467283011944907,-31.383802744210545,-31.300181516615954,-31.21644015074847,-31.132595339728606,-31.048665825091884
-36.67766100887176,-36.475829538618946,-36.27654887812462,-36.07932461249742,-35.88408392623379,-35.69113803860005,-35.50116861156712,-35.31521096020323,-35.13458734093897,-34.96075411657086,-34.795054067653986,-34.63843897192258,-34.49127009112254,-34.35328271513198,-34.22371666993314,-34.10153382748012,-33.98563209580844,-33.87499665532578,-33.7687752453091,-33.66629476835645,-33.56704150404553,-33.47062746379975,-33.37675482952582,-33.2851848383984,-33.19571336955271,-33.10815333870734,-33.02232237105875,-32.938034966493234,-32.855097950399056,-32.77330879581997,-32.69245555874523,-32.612319234293544,-32.532678148753256,-32.453314665604246,-32.37402401430876,-32.294626124854794,-32.21497702767142,-32.13497746707035,-32.054575703976184,-31.973760438099614,-31.892549311000092,-31.810976473864038,-31.729083615038373,-31.64691326118103,-31.564505328973105,-31.48189605379031,-31.399115800761795,-31.316192350285633,-31.233146498558774,-31.149994964245536,-31.06675649590187
-36.67827161317936,-36.47647991275682,-36.27721868433427,-36.079999080390884,-35.88475385615853,-35.6917986710924,-35.50181929167106,-35.31585353011138,-35.13522685647198,-34.961397385478286,-34.795709085267866,-34.63911370240411,-34.49197020238951,-34.3540095867787,-34.224465319652865,-34.10229160951746,-33.986377740708,-33.875701945537635,-33.769407191279505,-33.666818116914115,-33.567421021501225,-33.47083017031909,-33.37675060480583,-33.28494628383652,-33.19521561710409,-33.107373641784044,-33.02123885946925,-32.93662562130968,-32.853340187001336,-32.77117906526756,-32.68992915506312,-32.609370396516624,-32.52928041909017,-32.44944136646799,-32.36964911216946,-32.289724718551945,-32.20952652023717,-32.12895840139714,-32.047972189114205,-31.966559827148593,-31.884741159867175,-31.802553681422904,-31.720040923934018,-31.63724691307578,-31.554212956479933,-31.470975854256984,-31.38756704719691,-31.304014485702584,-31.220339398188376,-31.136558780665347,-31.052691597579912
-36.678065171056105,-36.476211852239175,-36.276905091671935,-36.0796539842326,-35.884387929850135,-35.69141933957242,-35.50143029968492,-35.31545517294892,-35.13481618830475,-34.96096837590688,-34.79525264124107,-34.638618154937205,-34.49142264774978,-34.3533974513964,-34.22377838074002,-34.101524284291216,-33.98553141668476,-33.874785252035636,-33.76843566102557,-33.66581259123093,-33.56640586749552,-33.46983099606736,-33.375793216749926,-33.2840555897793,-33.19441528919066,-33.106685567312596,-33.02068361121743,-32.93622342927554,-32.85311107390386,-32.771143215746505,-32.690107454500364,-32.60978438536153,-32.529952400583674,-32.45039426000967,-32.37090595783109,-32.2913081390706,-32.21145800001297,-32.131257459454815,-32.05065606246167,-31.969643235157548,-31.88823719466029,-31.806472401192327,-31.724390701252005,-31.642034541448638,-31.559443706274504,-31.476654205887506,-31.39369621275113,-31.310597255165543,-31.227377947922058,-31.144054808993182,-31.060646418168727
-36.678421980530054,-36.47659962869108,-36.27730383305779,-36.080050458322006,-35.884775392020764,-35.69179536841676,-35.50179698300326,-35.3158183281845,-35.13518465943985,-34.96135369803608,-34.79566813186976,-34.639078372029054,-34.49194245094262,-34.35399066137168,-34.22445689490278,-34.1022979175742,-33.98640922893021,-33.87577766831182,-33.76955746767976,-33.66708636003351,-33.56786433883402,-33.471519064849325,-33.377768889362144,-33.28639086824489,-33.19719651477262,-33.110013115417274,-33.02467179219146,-32.941000701817785,-32.858820159888516,-32.77794081625032,-32.69816387277189,-32.619282643859094,-32.54108657450975,-32.463366756420314,-32.38592387492598,-32.30857836052058,-32.23118154921455,-32.15362436349534,-32.075839625009344,-31.99779764048587,-31.919496219029703,-31.84095060323669,-31.762184672613582,-31.683225206328494,-31.6040983180794,-31.52482903468431,-31.44543697015462,-31.365942248456417,-31.28635885615877,-31.20670011671589,-31.126973653789612
-36.67788698662985,-36.47605377860785,-36.276773740114244,-36.07955080947072,-35.88431100980393,-35.69136448460428,-35.50139245462118,-35.31542873576211,-35.13479488915331,-34.96094637812676,-34.795224334555655,-34.63857842565236,-34.49136762280819,-34.353324320967204,-34.2236842897868,-34.10140442376246,-33.98537639466259,-33.87457822867975,-33.7681497981062,-33.66540976481667,-33.56583540752496,-33.46902916441876,-33.37468324192426,-33.282548889884836,-33.19241131765593,-33.104072186554106,-33.017337169613484,-32.93200837051755,-32.84788030373944,-32.76473820299345,-32.68235817027849,-32.60051152069612,-32.51896875596579,-32.43750783849753,-32.355923929785575,-32.27404215759824,-32.19172921556562,-32.10890185184586,-32.02552766267355,-31.941616382540303,-31.857206084002488,-31.772349498949993,-31.68710441413236,-31.60152681233276,-31.51566779256415,-31.429572295009887,-31.343278304109127,-31.256819262054083,-31.170220383259846,-31.083501824945028,-30.996685718280748
-36.67715282381263,-36.475373828223404,-36.27613454870435,-36.07894595538171,-35.88373897825317,-35.6908280084538,-35.50089811929967,-35.314987428380945,-35.13442168771044,-34.96065880274252,-34.79504197865718,-34.6385199322719,-34.49144740004519,-34.353551320340436,-34.224061502774155,-34.10193026088621,-33.98604718162206,-33.875391052072246,-33.76910517793157,-33.66651300399951,-33.56709797780066,-33.47046909970137,-33.37632468705874,-33.28442149364844,-33.194549588155176,-33.10651483799763,-33.02012666146776,-32.93519058837842,-32.85150396856671,-32.7688545714869,-32.6870209833544,-32.60577540578457,-32.52488886080852,-32.444138553602926,-32.363317892442,-32.28224845225191,-32.20079205946592,-32.11885961369467,-32.03641241377167,-31.953453910349758,-31.870016339927567,-31.786147567051135,-31.70190149080831,-31.617331066108328,-31.53248529219369,-31.447406626086813,-31.36213232316851,-31.276694723678045,-31.19111832711123,-31.105422754879005,-31.019629645960105
-36.67938877759456,-36.47750103710489,-36.27815285658479,-36.08085374904779,-35.88553442710095,-35.69250696820158,-35.50245387051173,-35.3164079676927,-35.13569026636882,-34.961754468217514,-34.79594233643346,-34.639205849213305,-34.49190709163638,-34.35378315831658,-34.22407503164383,-34.10174491972027,-33.985691113577175,-33.87490034868031,-33.76852419804522,-33.66589560381062,-33.56650903485584,-33.46998676876874,-33.37604291092409,-33.28444929840546,-33.195013433862826,-33.107559273016555,-33.021915436739434,-32.93790732502964,-32.85535284882969,-32.77406055735706,-32.69382967339831,-32.614452158506325,-32.535716429426294,-32.45741340440312,-32.37934450510923,-32.30133185579493,-32.22322943649627,-32.144931659805735,-32.0663757787471,-31.987536798223882,-31.908417088766132,-31.82903573282126,-31.74942005823324,-31.66959957792809,-31.589602827899746,-31.509456070770575,-31.429181397786046,-31.34879944832528,-31.268325333029246,-31.187771225921384,-31.10715131805616
-36.67927732075642,-36.477436153045026,-36.278128264145245,-36.080865328765995,-35.885579865834416,-35.69258590929249,-35.50256742899919,-35.316561147440325,-35.13589027330257,-34.96201045075183,-34.7962631887112,-34.63959725195858,-34.49236875139141,-34.35430623952575,-34.224641231211706,-34.102327167288486,-33.98625496076807,-33.87540544085749,-33.76892495280967,-33.666141408626565,-33.566543401181676,-33.46974586819399,-33.37545337598433,-33.28342851065594,-33.193466808684775,-33.10537943272415,-33.01898115476511,-32.93408314589746,-32.85048837568094,-32.76799050028254,-32.68637431380779,-32.60541816540381,-32.52489890133673,-32.444598824903416,-32.36431499682362,-32.28387053334296,-32.203126632886956,-32.12199095834605,-32.040418752437326,-31.958405905675576,-31.875975481987965,-31.79316777490547,-31.71002854015397,-31.626603550135616,-31.542935236355298,-31.459061612608572,-31.375014431898386,-31.290822508222796,-31.206507306936594,-31.122086009255106,-31.037577947046124
