-36.51927080175361,-36.46482782202101,-36.410782706997566,-36.35710032576123,-36.30374934199351,-36.25070200409061,-36.197933496988725,-36.14542232467106,-36.0931493802274,-36.04109842707631,-35.9892555158949,-35.937608720122974,-35.886148230202764,-35.8348661158897,-35.783756273093154,-35.73281423245683,-35.68203738622996,-35.63142460674895,-35.58097659658938,-35.530695275033715,-35.48058418758446,-35.430648403165925,-35.3808944423146,-35.331330085105535,-35.28196470303687,-35.232808908686984,-35.18387465480212,-35.13517500150183,-35.086724612741584,-35.03853892961512,-34.99063466059576,-34.94302932384979,-34.89574126090628,-34.84878945597464,-34.80219327423751,-34.75597250463179,-34.7101469271829,-34.664736370230926,-34.61976024311108,-34.575238410370915,-34.53118653179506
-36.52016147527813,-36.4657153681928,-36.4116658793193,-36.35797787463476,-36.304620137651526,-36.25156501892102,-36.198787998558984,-36.14626763325127,-36.09398514174548,-36.041924296882456,-35.99007112923998,-35.93841382986929,-35.88694275806199,-35.83564984166726,-35.78452918269569,-35.73357635156632,-35.6827885419885,-35.63216480117509,-35.58170574559033,-35.53141336524324,-35.48129146082424,-35.43134506322576,-35.381580775670784,-35.33200647591667,-35.28263142250807,-35.233466197414735,-35.18452267933262,-35.135814051556466,-35.08735490519622,-35.03916074067715,-34.991248173562525,-34.94363477354011,-34.89633885127327,-34.84937938572684,-34.80277582560015,-34.75654773570597,-34.710715077514706,-34.665296409839414,-34.620314518540624,-34.575785031064676,-34.53172786925167
-36.51831582666462,-36.463876652754436,-36.40983656507104,-36.356160230862145,-36.302816208406384,-36.24977665473986,-36.19701684696858,-36.14451500601376,-36.09225232621307,-36.04021207632889,-35.98838017403078,-35.93674457840088,-35.885295424867465,-35.83402468027231,-35.782926311967486,-35.7319958968367,-35.68123077955377,-35.630629801475294,-35.58019350875381,-35.529923754004706,-35.47982405081815,-35.429899306636585,-35.38015604061229,-35.33060217244481,-35.28124681247937,-35.23210127966054,-35.183176884594545,-35.13448697696065,-35.086046033896096,-35.03786976016155,-34.98997452781394,-34.94237793565973,-34.89509828297917,-34.84815475416149,-34.80156655975854,-34.75535357443884,-34.70953567701261,-34.66413267179532,-34.61916405990235,-34.574648845407296,-34.530605330724036
-36.519412651371056,-36.46498902808139,-36.41096185365499,-36.35729598907387,-36.303960122263106,-36.25092660713812,-36.19817087935174,-36.14567133301143,-36.09340916638475,-36.04136797517506,-35.98953375356021,-35.93789463910974,-35.88644091874365,-35.83516474027526,-35.784060084789,-35.73312271659578,-35.68234988150523,-35.63174063172735,-35.58129561737163,-35.531016799978964,-35.48090792959674,-35.430974020706174,-35.38122157526937,-35.33165858742366,-35.28229438348584,-35.23313969928242,-35.1842065976581,-35.135508198308855,-35.08705917783393,-35.038874968089985,-34.99097229222007,-34.94336859930392,-34.89608234886363,-34.84913250812418,-34.80253859187146,-34.75632036915061,-34.71049775032864,-34.66509056097701,-34.62011825842059,-34.575599853199606,-34.531553528197094
-36.51916839814095,-36.46471203273331,-36.41065435123205,-36.35696010976488,-36.30359797972581,-36.25054022293521,-36.197762250425754,-36.14524248714711,-36.09296199344454,-36.04090438062214,-35.98905546102461,-35.93740328758393,-35.885937925035165,-35.834651491272574,-35.783537676027464,-35.732592164745235,-35.68181228682448,-35.631196978965164,-35.58074678099988,-35.530463536501536,-35.480350880127496,-35.430413674445965,-35.3806584212005,-35.33109296721982,-35.2817265040246,-35.232569745933624,-35.18363452757339,-35.134934133262476,-35.08648298488549,-35.038296564298754,-34.99039137375708,-34.94278495802662,-34.89549561943035,-34.8485422803225,-34.80194434751784,-34.75572159140425,-34.709893841938346,-34.66448082316883,-34.61950201410349,-34.57497633520727,-34.53092197847062
-36.520048410992395,-36.4656019612254,-36.411551556236,-36.357862169354426,-36.30450270389826,-36.25144569260691,-36.1986666603401,-36.14614414671894,-36.093859411885774,-36.0417961200638,-35.98994048196603,-35.93828069820365,-35.886807092867805,-35.83551181610539,-35.78438886259156,-35.733433884031136,-35.682644287812984,-35.632019013976986,-35.581558754627785,-35.53126543165613,-35.48114280539904,-35.43119579930568,-35.38143107067883,-35.33185643711948,-35.28248128271343,-35.23331623402488,-35.18437328745045,-35.13566568246851,-35.08720799299109,-35.03901571088947,-34.99110550748729,-34.943494819024544,-34.89620201932858,-34.84924610579448,-34.80264644817423,-34.75642260592962,-34.71059517152173,-34.665183152311414,-34.62020625396886,-34.575683435980785,-34.53163290549565
-36.51851218184691,-36.46407287820314,-36.41003304055706,-36.35635725851411,-36.30301406304702,-36.249975619314775,-36.19721704929717,-36.14471656369485,-36.092455139215616,-36.04041618470311,-35.98858569049504,-35.93695157121548,-35.88550386538077,-35.83423459713388,-35.78313749073896,-35.732208040005574,-35.68144356451692,-35.63084290251848,-35.58040667020288,-35.53013680619767,-35.48003687386957,-35.430111866319855,-35.38036822794915,-35.330813781476735,-35.28145778833092,-35.23231090884448,-35.183385089417065,-35.134693345923075,-35.08625030048203,-35.038071368381125,-34.99017304778692,-34.94257318565832,-34.89528980722636,-34.848342075482186,-34.801749299157485,-34.75553131406716,-34.709707914227664,-34.664298903822164,-34.619323767617864,-34.57480142483125,-34.530750096866136
-36.51861949466073,-36.464191991823725,-36.41016247221277,-36.35649579725357,-36.30316045247475,-36.25012874801324,-36.1973760731647,-36.14488080159502,-36.09262413754989,-36.040589591315445,-35.98876309300144,-35.93713260431554,-35.885688252039095,-35.834421978733566,-35.78332769568856,-35.732401021712434,-35.681639354499254,-35.63104160832282,-35.58060842893202,-35.530341736618034,-35.480245092850545,-35.43032348960988,-35.3805834430777,-35.331032730056016,-35.28168071426239,-35.2325381447767,-35.18361691076845,-35.134930352647224,-35.08649309532842,-35.03832052567272,-34.99042928648663,-34.94283690922043,-34.89556159497485,-34.84862246799847,-34.802038825788465,-34.75583058061607,-34.710017549592905,-34.664619566858036,-34.61965613625808,-34.575146187687096,-34.53110798580504
-36.52007929863473,-36.465617622034806,-36.41155341415499,-36.357851524868394,-36.30448066931123,-36.25141328559801,-36.198624859964205,-36.14609353706063,-36.093800668549044,-36.041729757039406,-35.98986691142578,-35.93820028482689,-35.88672014960909,-35.83541862576461,-35.78428956693222,-35.73332856519676,-35.682532940878886,-35.631901520845275,-35.581434987366066,-35.531135342319146,-35.48100632519422,-35.431052846215344,-35.38128150303668,-35.33170015411287,-35.28231796771637,-35.23314553366782,-35.18419481453673,-35.135478981367356,-35.087012614143376,-35.038811103987584,-34.99089110071982,-34.943270030956654,-34.89596624169186,-34.84899865804943,-34.802386716891846,-34.75615018426732,-34.710308902189304,-34.66488266492688,-34.61989089629352,-34.575352560657535,-34.53128584827603
-36.52106039528913,-36.46660045176008,-36.41253787167157,-36.35883766444702,-36.30546857545101,-36.25240294326318,-36.19961609435856,-36.14708641305555,-36.09479510628474,-36.04272574906936,-35.99086430473332,-35.93919895789737,-35.88771992613666,-35.83641928106424,-35.78529098275764,-35.734330558347885,-35.68353542091155,-35.63290441641562,-35.582438061143606,-35.53213837811008,-35.4820089600639,-35.43205484977463,-35.38228261540434,-35.33270017110665,-35.2833165301492,-35.23414263273459,-35.185190388511565,-35.13647291351069,-35.08800475475529,-35.03980134529825,-34.991879261081706,-34.94425599575024,-34.896949800370585,-34.84997958378194,-34.80336480125657,-34.75712519668505,-34.71128060956561,-34.66585081927125,-34.62085517417355,-34.576313681487484,-34.53224172791472
