23.0,1e-09,1.0,4.184898,0.66997,-0.036585
23.0,3e-09,1.0,3.77504,0.543784,-0.032885
23.0,1e-08,1.0,3.420861,0.459057,-0.029194
23.0,3.2e-08,1.0,3.10819,0.383861,-0.025461
23.0,1e-07,1.0,2.809994,0.322133,-0.021631
23.0,3.16e-07,1.0,2.518268,0.283373,-0.017642
23.0,1e-06,1.0,2.278109,0.268428,-0.013413
23.0,3.162e-06,1.0,2.080819,0.256884,-0.008822
23.0,1e-05,1.0,1.909354,0.252896,-0.003665
23.0,3.1623e-05,1.0,1.766158,0.261659,0.002462
23.0,0.0001,1.0,1.648375,0.28166,0.010438
23.0,0.000316228,1.0,1.553144,0.313863,0.022127
23.0,0.001,1.0,1.475217,0.358901,0.041371
23.0,0.003162278,1.0,1.40355,0.41504,0.075584
23.0,0.01,1.0,1.316141,0.469229,0.138184
23.0,0.031622779,1.0,1.180225,0.475429,0.253279
23.0,0.100000001,1.0,0.985512,0.347927,0.458553
23.0,0.316227764,1.0,0.669683,0.101097,0.571988
23.0,1e-09,3.162,18.116939,4.714344,-0.145681
23.0,3e-09,3.162,15.756057,4.121186,-0.103243
23.0,1e-08,3.162,13.662664,3.593959,-0.066629
23.0,3.2e-08,3.162,11.807208,3.127696,-0.03528
23.0,1e-07,3.162,10.159002,2.717897,-0.00864
23.0,3.16e-07,3.162,8.698466,2.360139,0.013854
23.0,1e-06,3.162,7.428036,2.046223,0.032759
23.0,3.162e-06,3.162,6.326676,1.765866,0.048627
23.0,1e-05,3.162,5.363999,1.517848,0.062076
23.0,3.1623e-05,3.162,4.526635,1.299634,0.073956
23.0,0.0001,3.162,3.799561,1.107421,0.085665
23.0,0.000316228,3.162,3.169031,0.938266,0.099785
23.0,0.001,3.162,2.62196,0.788928,0.121313
23.0,0.003162278,3.162,2.145843,0.654763,0.159879
23.0,0.01,3.162,1.730534,0.526827,0.233171
23.0,0.031622779,3.162,1.372447,0.38754,0.36807
23.0,0.100000001,3.162,1.055784,0.216717,0.560849
23.0,0.316227764,3.162,0.56232,0.046226,0.487276
23.0,1e-09,10.0,57.924974,16.29398,-1.270495
23.0,3e-09,10.0,47.999332,13.549025,-0.991061
23.0,1e-08,10.0,39.544034,11.19663,-0.756003
23.0,3.2e-08,10.0,32.386621,9.196808,-0.560471
23.0,1e-07,10.0,26.362398,7.508949,-0.399631
23.0,3.16e-07,10.0,21.324305,6.092209,-0.268685
23.0,1e-06,10.0,17.144638,4.907284,-0.163053
23.0,3.162e-06,10.0,13.691097,3.918979,-0.078661
23.0,1e-05,10.0,10.845962,3.099546,-0.011825
23.0,3.1623e-05,10.0,8.517275,2.424309,0.040989
23.0,0.0001,10.0,6.623689,1.871154,0.083584
23.0,0.000316228,10.0,5.095736,1.420995,0.120798
23.0,0.001,10.0,3.874218,1.056828,0.159912
23.0,0.003162278,10.0,2.908865,0.762814,0.213042
23.0,0.01,10.0,2.156988,0.522923,0.300075
23.0,0.031622779,10.0,1.57941,0.320867,0.444606
23.0,0.100000001,10.0,1.106646,0.148595,0.610956
23.0,0.316227764,10.0,0.495053,0.027665,0.43374
23.0,1e-09,31.623,128.746466,34.906714,-1.573497
23.0,3e-09,31.623,103.353995,28.04076,-1.174666
23.0,1e-08,31.623,82.318943,22.322207,-0.848633
23.0,3.2e-08,31.623,65.063216,17.616374,-0.586353
23.0,1e-07,31.623,51.037262,13.786106,-0.378829
23.0,3.16e-07,31.623,39.731523,10.693992,-0.217198
23.0,1e-06,31.623,30.685164,8.213312,-0.09316
23.0,3.162e-06,31.623,23.489205,6.236139,0.000451
23.0,1e-05,31.623,17.800775,4.672943,0.069837
23.0,3.1623e-05,31.623,13.340566,3.447999,0.120605
23.0,0.0001,31.623,9.874296,2.497491,0.158297
23.0,0.000316228,31.623,7.208204,1.768155,0.189292
23.0,0.001,31.623,5.182757,1.215368,0.222337
23.0,0.003162278,31.623,3.667166,0.801505,0.270941
23.0,0.01,31.623,2.553838,0.494476,0.355502
23.0,0.031622779,31.623,1.748607,0.268032,0.494793
23.0,0.100000001,31.623,1.129921,0.107745,0.630077
23.0,0.316227764,31.623,0.442593,0.017353,0.390512
23.0,1e-09,100.0,234.134493,59.224887,-1.684803
23.0,3e-09,100.0,183.712632,46.403543,-1.211551
23.0,1e-08,100.0,142.762207,35.941319,-0.833329
23.0,3.2e-08,100.0,109.919014,27.537575,-0.537141
23.0,1e-07,100.0,83.889438,20.8846,-0.310089
23.0,3.16e-07,100.0,63.469444,15.673925,-0.139593
23.0,1e-06,100.0,47.577571,11.625458,-0.014151
23.0,3.162e-06,100.0,35.29907,8.506797,0.075917
23.0,1e-05,100.0,25.887694,6.128221,0.138745
23.0,3.1623e-05,100.0,18.741921,4.334263,0.181425
23.0,0.0001,100.0,13.373104,2.998307,0.210672
23.0,0.000316228,100.0,9.388055,2.017987,0.233846
23.0,0.001,100.0,6.472189,1.310776,0.260579
23.0,0.003162278,100.0,4.375249,0.810353,0.305091
23.0,0.01,100.0,2.898258,0.463665,0.387432
23.0,0.031622779,100.0,1.876617,0.229944,0.521288
23.0,0.100000001,100.0,1.133426,0.083374,0.6307
23.0,0.316227764,100.0,0.399565,0.011899,0.353483
23.0,1e-09,316.228,375.599133,87.948224,-2.021602
23.0,3e-09,316.228,289.584938,67.575204,-1.431159
23.0,1e-08,316.228,220.760004,51.21378,-0.966485
23.0,3.2e-08,316.228,166.505878,38.321604,-0.60917
23.0,1e-07,316.228,124.344501,28.341682,-0.340974
23.0,3.16e-07,316.228,91.971312,20.715904,-0.144252
23.0,1e-06,316.228,67.332732,14.943636,-0.003255
23.0,3.162e-06,316.228,48.735269,10.618021,0.094968
23.0,1e-05,316.228,34.825662,7.413585,0.161025
23.0,3.1623e-05,316.228,24.531443,5.070462,0.203882
23.0,0.0001,316.228,17.002343,3.382638,0.231691
23.0,0.000316228,316.228,11.569927,2.18802,0.25296
23.0,0.001,316.228,7.712233,1.359841,0.278277
23.0,0.003162278,316.228,5.024541,0.799662,0.322524
23.0,0.01,316.228,3.194251,0.43182,0.405279
23.0,0.031622779,316.228,1.973775,0.200133,0.535515
23.0,0.100000001,316.228,1.126419,0.06717,0.623934
23.0,0.316227764,316.228,0.363953,0.008741,0.322331
23.0,1e-09,1000.0,553.697166,119.996525,-2.62281
23.0,3e-09,1000.0,420.922686,90.727007,-1.85319
23.0,1e-08,1000.0,315.917618,67.528012,-1.253584
23.0,3.2e-08,1000.0,234.278269,49.538353,-0.797932
23.0,1e-07,1000.0,171.842706,35.872916,-0.460448
23.0,3.16e-07,1000.0,124.744508,25.64688,-0.216326
23.0,1e-06,1000.0,89.558915,18.075304,-0.043766
23.0,3.162e-06,1000.0,63.510585,12.531736,0.074761
23.0,1e-05,1000.0,44.420046,8.524603,0.153321
23.0,3.1623e-05,1000.0,30.588427,5.670027,0.203471
23.0,0.0001,1000.0,20.695453,3.670559,0.235321
23.0,0.000316228,1000.0,13.723616,2.297645,0.258885
23.0,0.001,1000.0,8.894718,1.377091,0.285934
23.0,0.003162278,1000.0,5.618471,0.777398,0.332109
23.0,0.01,1000.0,3.449955,0.400582,0.416549
23.0,0.031622779,1000.0,2.048558,0.17587,0.543962
23.0,0.100000001,1000.0,1.113975,0.055575,0.614536
23.0,0.316227764,1000.0,0.334307,0.006735,0.296286
23.0,1e-09,3162.278,768.432292,154.417401,-3.408926
