 # Fri Sep 12 08:40:30 2014
 # MMHT 2014 NLO PDF grid for eigenvector   -24.000000000000000     
 # distance(t),tolerance(T) =    3.7500000000000000        4.2726479080625710     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.48780
 # alphaS(MZ) = 0.12000
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  6.8392E+01  9.6086E-01  9.6100E-01  6.0800E-01  0.0000E+00  0.0000E+00  1.6454E-05  1.5091E-04 -7.3885E-04
  7.1846E+01  1.3549E+00  1.3550E+00  1.0053E+00  0.0000E+00  0.0000E+00  2.6651E-05  1.7945E-04 -7.5236E-04
  7.4851E+01  1.6587E+00  1.6588E+00  1.3115E+00  0.0000E+00  0.0000E+00  3.4946E-05  2.0211E-04 -7.6239E-04
  7.9677E+01  2.0862E+00  2.0864E+00  1.7423E+00  0.0000E+00  0.0000E+00  4.6994E-05  2.3432E-04 -7.7576E-04
  7.9677E+01  2.0862E+00  2.0864E+00  1.7423E+00  1.0521E-06  0.0000E+00  4.6994E-05  2.3432E-04 -7.7576E-04
  8.3874E+01  2.4665E+00  2.4667E+00  2.1251E+00  4.2983E-01  0.0000E+00  5.7989E-05  2.6291E-04 -7.8672E-04
  8.8640E+01  2.8489E+00  2.8491E+00  2.5098E+00  8.4122E-01  0.0000E+00  6.9096E-05  2.9131E-04 -7.9700E-04
  9.3521E+01  3.1950E+00  3.1952E+00  2.8579E+00  1.2113E+00  0.0000E+00  7.9063E-05  3.1646E-04 -8.0570E-04
  9.8970E+01  3.5441E+00  3.5443E+00  3.2088E+00  1.5827E+00  0.0000E+00  8.8952E-05  3.4114E-04 -8.1391E-04
  1.0568E+02  3.9361E+00  3.9364E+00  3.6028E+00  1.9974E+00  0.0000E+00  9.9795E-05  3.6793E-04 -8.2247E-04
  1.1236E+02  4.2970E+00  4.2973E+00  3.9652E+00  2.3774E+00  0.0000E+00  1.0950E-04  3.9169E-04 -8.2981E-04
  1.1965E+02  4.6659E+00  4.6662E+00  4.3357E+00  2.7641E+00  0.0000E+00  1.1913E-04  4.1506E-04 -8.3679E-04
  1.2605E+02  4.9734E+00  4.9737E+00  4.6443E+00  3.0853E+00  0.0000E+00  1.2692E-04  4.3387E-04 -8.4227E-04
  1.5120E+02  6.0848E+00  6.0851E+00  5.7594E+00  4.2398E+00  0.0000E+00  1.5347E-04  4.9717E-04 -8.5982E-04
  1.5120E+02  6.0848E+00  6.0851E+00  5.7594E+00  4.2398E+00  1.1055E-07  1.5347E-04  4.9717E-04 -8.5982E-04
  1.5718E+02  6.3465E+00  6.3468E+00  6.0219E+00  4.5102E+00  3.3416E-01  1.5936E-04  5.1106E-04 -8.6348E-04
  1.7590E+02  7.1653E+00  7.1656E+00  6.8428E+00  5.3539E+00  1.2427E+00  1.7719E-04  5.5271E-04 -8.7410E-04
  1.9868E+02  8.1030E+00  8.1034E+00  7.7827E+00  6.3165E+00  2.2742E+00  1.9645E-04  5.9729E-04 -8.8500E-04
  2.2249E+02  9.0374E+00  9.0378E+00  8.7191E+00  7.2727E+00  3.2905E+00  2.1455E-04  6.3884E-04 -8.9475E-04
  2.4973E+02  1.0068E+01  1.0068E+01  9.7516E+00  8.3245E+00  4.4009E+00  2.3342E-04  6.8182E-04 -9.0446E-04
  2.7494E+02  1.0995E+01  1.0995E+01  1.0680E+01  9.2686E+00  5.3920E+00  2.4955E-04  7.1828E-04 -9.1244E-04
  3.0890E+02  1.2214E+01  1.2215E+01  1.1901E+01  1.0508E+01  6.6868E+00  2.6967E-04  7.6349E-04 -9.2201E-04
  3.4213E+02  1.3384E+01  1.3385E+01  1.3073E+01  1.1695E+01  7.9210E+00  2.8799E-04  8.0438E-04 -9.3038E-04
  3.7534E+02  1.4536E+01  1.4536E+01  1.4226E+01  1.2862E+01  9.1306E+00  3.0521E-04  8.4261E-04 -9.3799E-04
  4.2150E+02  1.6115E+01  1.6116E+01  1.5807E+01  1.4461E+01  1.0781E+01  3.2766E-04  8.9215E-04 -9.4755E-04
  4.6908E+02  1.7726E+01  1.7726E+01  1.7419E+01  1.6088E+01  1.2456E+01  3.4937E-04  9.3978E-04 -9.5645E-04
  5.1750E+02  1.9351E+01  1.9351E+01  1.9046E+01  1.7729E+01  1.4141E+01  3.7026E-04  9.8535E-04 -9.6472E-04
  5.6972E+02  2.1093E+01  2.1094E+01  2.0790E+01  1.9487E+01  1.5941E+01  3.9167E-04  1.0318E-03 -9.7292E-04
  6.2461E+02  2.2917E+01  2.2918E+01  2.2615E+01  2.1326E+01  1.7819E+01  4.1313E-04  1.0782E-03 -9.8087E-04
  6.8024E+02  2.4761E+01  2.4762E+01  2.4460E+01  2.3183E+01  1.9714E+01  4.3393E-04  1.1229E-03 -9.8835E-04
  7.3579E+02  2.6599E+01  2.6600E+01  2.6300E+01  2.5034E+01  2.1599E+01  4.5394E-04  1.1657E-03 -9.9535E-04
  7.9503E+02  2.8559E+01  2.8559E+01  2.8260E+01  2.7006E+01  2.3604E+01  4.7450E-04  1.2096E-03 -1.0023E-03
  8.5646E+02  3.0591E+01  3.0592E+01  3.0294E+01  2.9050E+01  2.5681E+01  4.9513E-04  1.2534E-03 -1.0092E-03
  9.1787E+02  3.2625E+01  3.2626E+01  3.2329E+01  3.1095E+01  2.7756E+01  5.1512E-04  1.2957E-03 -1.0156E-03
  9.7878E+02  3.4645E+01  3.4646E+01  3.4350E+01  3.3125E+01  2.9814E+01  5.3439E-04  1.3363E-03 -1.0217E-03
  1.0430E+03  3.6779E+01  3.6780E+01  3.6485E+01  3.5269E+01  3.1986E+01  5.5418E-04  1.3780E-03 -1.0278E-03
  1.1092E+03  3.8983E+01  3.8984E+01  3.8690E+01  3.7483E+01  3.4227E+01  5.7407E-04  1.4196E-03 -1.0338E-03
  1.1749E+03  4.1179E+01  4.1180E+01  4.0887E+01  3.9689E+01  3.6458E+01  5.9338E-04  1.4600E-03 -1.0395E-03
  1.2397E+03  4.3349E+01  4.3350E+01  4.3058E+01  4.1868E+01  3.8660E+01  6.1200E-04  1.4988E-03 -1.0449E-03
  1.3076E+03  4.5630E+01  4.5630E+01  4.5340E+01  4.4157E+01  4.0973E+01  6.3113E-04  1.5386E-03 -1.0503E-03
  1.3771E+03  4.7973E+01  4.7973E+01  4.7683E+01  4.6508E+01  4.3347E+01  6.5036E-04  1.5784E-03 -1.0557E-03
  1.4460E+03  5.0300E+01  5.0301E+01  5.0012E+01  4.8843E+01  4.5704E+01  6.6904E-04  1.6171E-03 -1.0608E-03
  1.5135E+03  5.2592E+01  5.2593E+01  5.2304E+01  5.1143E+01  4.8024E+01  6.8708E-04  1.6543E-03 -1.0656E-03
  1.5839E+03  5.4989E+01  5.4990E+01  5.4702E+01  5.3547E+01  5.0449E+01  7.0560E-04  1.6924E-03 -1.0705E-03
  1.6561E+03  5.7454E+01  5.7455E+01  5.7168E+01  5.6020E+01  5.2941E+01  7.2427E-04  1.7308E-03 -1.0754E-03
  1.7269E+03  5.9884E+01  5.9884E+01  5.9598E+01  5.8456E+01  5.5397E+01  7.4238E-04  1.7679E-03 -1.0800E-03
  1.7965E+03  6.2278E+01  6.2279E+01  6.1994E+01  6.0858E+01  5.7816E+01  7.5990E-04  1.8037E-03 -1.0844E-03
  1.8687E+03  6.4775E+01  6.4776E+01  6.4491E+01  6.3361E+01  6.0337E+01  7.7790E-04  1.8405E-03 -1.0889E-03
  4.3968E+01  8.6802E-01  8.6825E-01  5.4996E-01  0.0000E+00  0.0000E+00  4.4323E-05  2.8028E-04 -8.6206E-04
  4.5981E+01  1.1128E+00  1.1130E+00  7.9778E-01  0.0000E+00  0.0000E+00  6.4364E-05  3.3110E-04 -8.7776E-04
  4.7848E+01  1.3050E+00  1.3053E+00  9.9232E-01  0.0000E+00  0.0000E+00  8.0487E-05  3.7120E-04 -8.8939E-04
  5.1035E+01  1.5816E+00  1.5819E+00  1.2718E+00  0.0000E+00  0.0000E+00  1.0368E-04  4.2787E-04 -9.0490E-04
  5.1035E+01  1.5816E+00  1.5819E+00  1.2718E+00  6.9500E-07  0.0000E+00  1.0368E-04  4.2787E-04 -9.0490E-04
  5.3982E+01  1.8337E+00  1.8340E+00  1.5263E+00  2.8611E-01  0.0000E+00  1.2456E-04  4.7778E-04 -9.1757E-04
  5.7464E+01  2.0924E+00  2.0928E+00  1.7872E+00  5.6531E-01  0.0000E+00  1.4547E-04  5.2709E-04 -9.2946E-04
  6.1121E+01  2.3309E+00  2.3313E+00  2.0274E+00  8.2068E-01  0.0000E+00  1.6412E-04  5.7060E-04 -9.3950E-04
  6.5274E+01  2.5751E+00  2.5755E+00  2.2734E+00  1.0805E+00  0.0000E+00  1.8253E-04  6.1314E-04 -9.4897E-04
  7.0452E+01  2.8532E+00  2.8536E+00  2.5532E+00  1.3746E+00  0.0000E+00  2.0261E-04  6.5917E-04 -9.5884E-04
  7.5650E+01  3.1122E+00  3.1127E+00  2.8137E+00  1.6471E+00  0.0000E+00  2.2051E-04  6.9988E-04 -9.6728E-04
