 # Fri Sep 12 03:59:57 2014
 # MMHT 2014 NLO PDF grid for eigenvector   -5.0000000000000000     
 # distance(t),tolerance(T) =    4.2000000000000002        4.4476318252324667     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.48780
 # alphaS(MZ) = 0.12000
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  6.1122E+01  1.0050E+00  1.0052E+00  5.7952E-01  0.0000E+00  0.0000E+00  2.6248E-05  1.6964E-04 -6.1777E-04
  6.3781E+01  1.3395E+00  1.3397E+00  9.1798E-01  0.0000E+00  0.0000E+00  3.7934E-05  1.9960E-04 -6.2907E-04
  6.6142E+01  1.5978E+00  1.5980E+00  1.1792E+00  0.0000E+00  0.0000E+00  4.7385E-05  2.2332E-04 -6.3745E-04
  7.0035E+01  1.9627E+00  1.9629E+00  1.5479E+00  0.0000E+00  0.0000E+00  6.1042E-05  2.5698E-04 -6.4862E-04
  7.0035E+01  1.9627E+00  1.9629E+00  1.5479E+00  9.0592E-07  0.0000E+00  6.1042E-05  2.5698E-04 -6.4862E-04
  7.3495E+01  2.2894E+00  2.2896E+00  1.8776E+00  3.7087E-01  0.0000E+00  7.3427E-05  2.8679E-04 -6.5778E-04
  7.7531E+01  2.6199E+00  2.6201E+00  2.2109E+00  7.2794E-01  0.0000E+00  8.5890E-05  3.1635E-04 -6.6637E-04
  8.1754E+01  2.9212E+00  2.9214E+00  2.5146E+00  1.0512E+00  0.0000E+00  9.7039E-05  3.4249E-04 -6.7364E-04
  8.6547E+01  3.2272E+00  3.2274E+00  2.8227E+00  1.3774E+00  0.0000E+00  1.0807E-04  3.6812E-04 -6.8049E-04
  9.2536E+01  3.5732E+00  3.5734E+00  3.1710E+00  1.7440E+00  0.0000E+00  1.2014E-04  3.9591E-04 -6.8764E-04
  9.8567E+01  3.8937E+00  3.8940E+00  3.4935E+00  2.0820E+00  0.0000E+00  1.3093E-04  4.2054E-04 -6.9377E-04
  1.0522E+02  4.2235E+00  4.2238E+00  3.8250E+00  2.4280E+00  0.0000E+00  1.4160E-04  4.4475E-04 -6.9961E-04
  1.1109E+02  4.4996E+00  4.4999E+00  4.1026E+00  2.7168E+00  0.0000E+00  1.5023E-04  4.6422E-04 -7.0418E-04
  1.3447E+02  5.5075E+00  5.5079E+00  5.1149E+00  3.7639E+00  0.0000E+00  1.7955E-04  5.2966E-04 -7.1884E-04
  1.3447E+02  5.5075E+00  5.5079E+00  5.1149E+00  3.7639E+00  1.0064E-07  1.7955E-04  5.2966E-04 -7.1884E-04
  1.4008E+02  5.7468E+00  5.7471E+00  5.3550E+00  4.0111E+00  3.0436E-01  1.8605E-04  5.4401E-04 -7.2190E-04
  1.5776E+02  6.4990E+00  6.4993E+00  6.1098E+00  4.7860E+00  1.1360E+00  2.0564E-04  5.8699E-04 -7.3077E-04
  1.7942E+02  7.3667E+00  7.3671E+00  6.9802E+00  5.6764E+00  2.0868E+00  2.2677E-04  6.3295E-04 -7.3986E-04
  2.0217E+02  8.2369E+00  8.2373E+00  7.8527E+00  6.5665E+00  3.0296E+00  2.4659E-04  6.7575E-04 -7.4800E-04
  2.2832E+02  9.2020E+00  9.2024E+00  8.8201E+00  7.5509E+00  4.0653E+00  2.6722E-04  7.1998E-04 -7.5612E-04
  2.5259E+02  1.0074E+01  1.0074E+01  9.6940E+00  8.4385E+00  4.9942E+00  2.8481E-04  7.5748E-04 -7.6277E-04
  2.8538E+02  1.1226E+01  1.1226E+01  1.0848E+01  9.6087E+00  6.2129E+00  3.0674E-04  8.0395E-04 -7.7076E-04
  3.1756E+02  1.2335E+01  1.2336E+01  1.1959E+01  1.0734E+01  7.3794E+00  3.2667E-04  8.4594E-04 -7.7775E-04
  3.4979E+02  1.3431E+01  1.3432E+01  1.3057E+01  1.1844E+01  8.5265E+00  3.4538E-04  8.8518E-04 -7.8410E-04
  3.9468E+02  1.4939E+01  1.4939E+01  1.4567E+01  1.3369E+01  1.0097E+01  3.6975E-04  9.3601E-04 -7.9208E-04
  4.4104E+02  1.6481E+01  1.6481E+01  1.6110E+01  1.4926E+01  1.1696E+01  3.9328E-04  9.8485E-04 -7.9951E-04
  4.8830E+02  1.8041E+01  1.8042E+01  1.7673E+01  1.6501E+01  1.3309E+01  4.1589E-04  1.0315E-03 -8.0641E-04
  5.3935E+02  1.9718E+01  1.9719E+01  1.9352E+01  1.8192E+01  1.5037E+01  4.3903E-04  1.0791E-03 -8.1324E-04
  5.9307E+02  2.1477E+01  2.1478E+01  2.1112E+01  1.9965E+01  1.6844E+01  4.6221E-04  1.1266E-03 -8.1988E-04
  6.4759E+02  2.3258E+01  2.3259E+01  2.2895E+01  2.1758E+01  1.8671E+01  4.8465E-04  1.1723E-03 -8.2612E-04
  7.0208E+02  2.5038E+01  2.5038E+01  2.4676E+01  2.3549E+01  2.0491E+01  5.0621E-04  1.2161E-03 -8.3195E-04
  7.6024E+02  2.6937E+01  2.6938E+01  2.6577E+01  2.5460E+01  2.2431E+01  5.2835E-04  1.2610E-03 -8.3778E-04
  8.2061E+02  2.8910E+01  2.8911E+01  2.8551E+01  2.7443E+01  2.4443E+01  5.5053E-04  1.3057E-03 -8.4348E-04
  8.8100E+02  3.0887E+01  3.0888E+01  3.0529E+01  2.9430E+01  2.6457E+01  5.7202E-04  1.3489E-03 -8.4887E-04
  9.4094E+02  3.2852E+01  3.2853E+01  3.2496E+01  3.1405E+01  2.8456E+01  5.9271E-04  1.3905E-03 -8.5394E-04
  1.0042E+03  3.4931E+01  3.4932E+01  3.4576E+01  3.3493E+01  3.0568E+01  6.1395E-04  1.4329E-03 -8.5904E-04
  1.0694E+03  3.7080E+01  3.7080E+01  3.6726E+01  3.5651E+01  3.2750E+01  6.3527E-04  1.4755E-03 -8.6404E-04
  1.1342E+03  3.9223E+01  3.9224E+01  3.8870E+01  3.7803E+01  3.4924E+01  6.5596E-04  1.5166E-03 -8.6879E-04
  1.1981E+03  4.1342E+01  4.1343E+01  4.0991E+01  3.9930E+01  3.7072E+01  6.7590E-04  1.5562E-03 -8.7328E-04
  1.2651E+03  4.3571E+01  4.3572E+01  4.3221E+01  4.2167E+01  3.9329E+01  6.9637E-04  1.5968E-03 -8.7781E-04
  1.3338E+03  4.5863E+01  4.5863E+01  4.5513E+01  4.4466E+01  4.1649E+01  7.1693E-04  1.6374E-03 -8.8227E-04
  1.4017E+03  4.8140E+01  4.8141E+01  4.7792E+01  4.6751E+01  4.3953E+01  7.3690E-04  1.6768E-03 -8.8653E-04
  1.4685E+03  5.0385E+01  5.0386E+01  5.0037E+01  4.9002E+01  4.6222E+01  7.5616E-04  1.7147E-03 -8.9056E-04
  1.5381E+03  5.2734E+01  5.2735E+01  5.2387E+01  5.1358E+01  4.8595E+01  7.7594E-04  1.7535E-03 -8.9464E-04
  1.6094E+03  5.5151E+01  5.5151E+01  5.4805E+01  5.3782E+01  5.1036E+01  7.9585E-04  1.7926E-03 -8.9868E-04
  1.6794E+03  5.7534E+01  5.7535E+01  5.7189E+01  5.6172E+01  5.3443E+01  8.1516E-04  1.8304E-03 -9.0253E-04
  1.7482E+03  5.9884E+01  5.9885E+01  5.9541E+01  5.8528E+01  5.5815E+01  8.3383E-04  1.8668E-03 -9.0620E-04
  1.8197E+03  6.2335E+01  6.2336E+01  6.1993E+01  6.0985E+01  5.8287E+01  8.5301E-04  1.9042E-03 -9.0991E-04
  3.8421E+01  9.0811E-01  9.0836E-01  5.2430E-01  0.0000E+00  0.0000E+00  6.3137E-05  3.0976E-04 -7.2079E-04
  3.9905E+01  1.1101E+00  1.1103E+00  7.2994E-01  0.0000E+00  0.0000E+00  8.5690E-05  3.6260E-04 -7.3391E-04
  4.1345E+01  1.2699E+00  1.2702E+00  8.9247E-01  0.0000E+00  0.0000E+00  1.0375E-04  4.0421E-04 -7.4363E-04
  4.3916E+01  1.5021E+00  1.5025E+00  1.1282E+00  0.0000E+00  0.0000E+00  1.2961E-04  4.6294E-04 -7.5658E-04
  4.3916E+01  1.5021E+00  1.5025E+00  1.1282E+00  5.9180E-07  0.0000E+00  1.2961E-04  4.6294E-04 -7.5658E-04
  4.6385E+01  1.7165E+00  1.7168E+00  1.3453E+00  2.4459E-01  0.0000E+00  1.5275E-04  5.1454E-04 -7.6716E-04
  4.9393E+01  1.9390E+00  1.9394E+00  1.5705E+00  4.8576E-01  0.0000E+00  1.7587E-04  5.6547E-04 -7.7709E-04
  5.2626E+01  2.1463E+00  2.1467E+00  1.7800E+00  7.0847E-01  0.0000E+00  1.9643E-04  6.1035E-04 -7.8547E-04
  5.6357E+01  2.3607E+00  2.3611E+00  1.9964E+00  9.3706E-01  0.0000E+00  2.1667E-04  6.5421E-04 -7.9337E-04
  6.1072E+01  2.6070E+00  2.6075E+00  2.2448E+00  1.1980E+00  0.0000E+00  2.3871E-04  7.0161E-04 -8.0162E-04
  6.5854E+01  2.8384E+00  2.8389E+00  2.4780E+00  1.4417E+00  0.0000E+00  2.5832E-04  7.4350E-04 -8.0866E-04
  7.1151E+01  3.0792E+00  3.0797E+00  2.7204E+00  1.6938E+00  0.0000E+00  2.7765E-04  7.8457E-04 -8.1537E-04
  7.5838E+01  3.2825E+00  3.2830E+00  2.9250E+00  1.9060E+00  0.0000E+00  2.9324E-04  8.1753E-04 -8.2063E-04
  9.4512E+01  4.0342E+00  4.0348E+00  3.6808E+00  2.6854E+00  0.0000E+00  3.4588E-04  9.2790E-04 -8.3744E-04
  9.4512E+01  4.0342E+00  4.0348E+00  3.6808E+00  2.6854E+00  7.4951E-08  3.4588E-04  9.2790E-04 -8.3744E-04
  9.9007E+01  4.2143E+00  4.2149E+00  3.8618E+00  2.8711E+00  2.2680E-01  3.5746E-04  9.5199E-04 -8.4094E-04
  1.1317E+02  4.7833E+00  4.7840E+00  4.4332E+00  3.4561E+00  8.4996E-01  3.9226E-04  1.0239E-03 -8.5109E-04
  1.3043E+02  5.4434E+00  5.4441E+00  5.0957E+00  4.1322E+00  1.5669E+00  4.2959E-04  1.1006E-03 -8.6148E-04
  1.4845E+02  6.1078E+00  6.1085E+00  5.7623E+00  4.8106E+00  2.2810E+00  4.6445E-04  1.1717E-03 -8.7077E-04
  1.6905E+02  6.8461E+00  6.8468E+00  6.5027E+00  5.5626E+00  3.0677E+00  5.0058E-04  1.2451E-03 -8.8001E-04
  1.8807E+02  7.5137E+00  7.5145E+00  7.1721E+00  6.2412E+00  3.7743E+00  5.3127E-04  1.3070E-03 -8.8758E-04
  2.1362E+02  8.3957E+00  8.3965E+00  8.0561E+00  7.1362E+00  4.7020E+00  5.6938E-04  1.3836E-03 -8.9666E-04
  2.3855E+02  9.2444E+00  9.2453E+00  8.9066E+00  7.9960E+00  5.5900E+00  6.0388E-04  1.4527E-03 -9.0459E-04
  2.6339E+02  1.0082E+01  1.0083E+01  9.7458E+00  8.8435E+00  6.4626E+00  6.3617E-04  1.5170E-03 -9.1178E-04
  2.9779E+02  1.1232E+01  1.1233E+01  1.0898E+01  1.0006E+01  7.6561E+00  6.7807E-04  1.6002E-03 -9.2081E-04
  3.3309E+02  1.2406E+01  1.2407E+01  1.2073E+01  1.1191E+01  8.8689E+00  7.1838E-04  1.6799E-03 -9.2921E-04
  3.6888E+02  1.3591E+01  1.3592E+01  1.3260E+01  1.2386E+01  1.0090E+01  7.5698E-04  1.7559E-03 -9.3699E-04
  4.0732E+02  1.4860E+01  1.4861E+01  1.4531E+01  1.3666E+01  1.1395E+01  7.9636E-04  1.8331E-03 -9.4469E-04
  4.4755E+02  1.6189E+01  1.6190E+01  1.5861E+01  1.5003E+01  1.2756E+01  8.3567E-04  1.9100E-03 -9.5216E-04
  4.8817E+02  1.7530E+01  1.7531E+01  1.7204E+01  1.6353E+01  1.4128E+01  8.7362E-04  1.9839E-03 -9.5917E-04
  5.2857E+02  1.8866E+01  1.8867E+01  1.8541E+01  1.7697E+01  1.5492E+01  9.0999E-04  2.0546E-03 -9.6572E-04
  5.7150E+02  2.0288E+01  2.0289E+01  1.9964E+01  1.9127E+01  1.6942E+01  9.4722E-04  2.1267E-03 -9.7226E-04
  6.1585E+02  2.1760E+01  2.1761E+01  2.1438E+01  2.0607E+01  1.8442E+01  9.8443E-04  2.1986E-03 -9.7864E-04
  6.6003E+02  2.3231E+01  2.3233E+01  2.2911E+01  2.2086E+01  1.9938E+01  1.0204E-03  2.2679E-03 -9.8466E-04
  7.0370E+02  2.4690E+01  2.4692E+01  2.4371E+01  2.3551E+01  2.1420E+01  1.0549E-03  2.3344E-03 -9.9033E-04
  7.4959E+02  2.6229E+01  2.6230E+01  2.5910E+01  2.5096E+01  2.2982E+01  1.0903E-03  2.4023E-03 -9.9601E-04
  7.9672E+02  2.7815E+01  2.7816E+01  2.7497E+01  2.6689E+01  2.4591E+01  1.1257E-03  2.4701E-03 -1.0016E-03
  8.4340E+02  2.9392E+01  2.9394E+01  2.9076E+01  2.8273E+01  2.6189E+01  1.1600E-03  2.5357E-03 -1.0069E-03
  8.8927E+02  3.0948E+01  3.0950E+01  3.0633E+01  2.9834E+01  2.7765E+01  1.1930E-03  2.5986E-03 -1.0119E-03
  9.3718E+02  3.2581E+01  3.2582E+01  3.2266E+01  3.1472E+01  2.9417E+01  1.2268E-03  2.6630E-03 -1.0169E-03
  9.8611E+02  3.4255E+01  3.4256E+01  3.3941E+01  3.3152E+01  3.1110E+01  1.2607E-03  2.7274E-03 -1.0218E-03
